Product,Flow,Sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
CRUDEOIL,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,MAINELEC,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,MANUFACT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,NECHEM,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NECONSTRUC,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEIND,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEINONSPEC,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEINTREN,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NEOTHER,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NONENUSE,Industrial,Liquid fuels,na,N,na,n,n,n,n,n,y
CRUDEOIL,NONFERR,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,NONMET,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,ONONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,PAPERPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,PIPELINE,Transportation,Liquid fuels,oil ef ratio,Y,na,,,,,,
CRUDEOIL,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
CRUDEOIL,STOCKCHA,Total energy consumption,Total,na,N,na,,,,,,
CRUDEOIL,TCOKEOVS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TES,Total energy consumption,Total,na,N,na,,,,,,
CRUDEOIL,TEXTILES,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TFC,Total energy consumption,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TOTENGY,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TOTIND,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TOTTRANF,Total energy consumption,Total,na,N,na,,,,,,
CRUDEOIL,TOTTRANS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TPETCHEM,Industrial,Liquid fuels,oil ef ratio,Y,na,,,,,,
CRUDEOIL,TRANSEQ,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,TRANSFER,Total energy consumption,Total,na,N,na,,,,,,
CRUDEOIL,TREFINER,Industrial,Liquid fuels,oil ef ratio,Y,na,,,,,,
CRUDEOIL,TRNONSPE,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
CRUDEOIL,WOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,,,,,,
ELECTR,AGRICULT,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ELECTR,AUTOCHP,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,y,y,y,n,n,n
ELECTR,AUTOELEC,Electric Power,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ELECTR,CHEMICAL,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,,
ELECTR,COMMPUB,Commercial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,CONSTRUC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,DISTLOSS,Electric Power,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,EBKB,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EBLASTFUR,Industrial,Total,heat ef ratio,Y,na,,,,,,
ELECTR,ECHARCOAL,Industrial,Coal,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,ECOALLIQ,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,ECOKEOVS,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,EGASWKS,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EGTL,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,ELNG,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EMINES,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,ENONSPEC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,ENUC,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EOILGASEX,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EPATFUEL,Industrial,Electricity,electricity ef ratio,Y,na,,,,,,
ELECTR,EPOWERPLT,Electric Power,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,EPUMPST,Electric Power,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ELECTR,EREFINER,Industrial,Liquid fuels,electricity ef ratio,Y,na,,,,,,
ELECTR,EXPORTS,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,FISHING,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,FOODPRO,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,HEATOUT,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
ELECTR,HEAUTOH,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
ELECTR,HEMAINC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
ELECTR,HEMAINH,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,y,y,n,n,n,n
ELECTR,IMPORTS,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,INONSPEC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,IRONSTL,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MACHINE,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MAINCHP,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MAINELEC,Electric Power,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MANUFACT,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MINING,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,MIRONSTL,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,NONFERR,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,NONMET,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,ONONSPEC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,OWNUSE,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,PAPERPRO,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,PIPELINE,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,RAIL,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,RESIDENT,Residential,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,ROAD,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,TBOILER,Industrial,Total,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TELE,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TES,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,TEXTILES,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TFC,Total energy consumption,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,THEAT,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TOTENGY,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TOTIND,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TOTTRANF,Total energy consumption,Total,na,N,na,,,,,,
ELECTR,TOTTRANS,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TRANSEQ,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,TRNONSPE,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ELECTR,WOODPRO,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
ETHANE,AUTOCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,y,n,n,n
ETHANE,CHEMICAL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,n,,
ETHANE,EOILGASEX,Industrial,Natural gas,natural gas ef ratio,Y,na,,,,,,
ETHANE,EREFINER,Industrial,Liquid fuels,natural gas ef ratio,Y,na,,,,,,
ETHANE,EXPORTS,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,IMPORTS,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,INONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
ETHANE,MANUFACT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
ETHANE,NECHEM,Industrial,Natural gas,na,N,na,n,n,n,n,n,y
ETHANE,NEIND,Industrial,Natural gas,na,N,na,n,n,n,n,n,y
ETHANE,NEINTREN,Industrial,Natural gas,na,N,na,n,n,n,n,n,y
ETHANE,NONENUSE,Industrial,Natural gas,na,N,na,n,n,n,n,n,y
ETHANE,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,STOCKCHA,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,TES,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,TFC,Total energy consumption,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
ETHANE,TOTENGY,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
ETHANE,TOTIND,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
ETHANE,TOTTRANF,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,TPETCHEM,Industrial,Natural gas,natural gas ef ratio,Y,na,,,,,,
ETHANE,TRANSFER,Total energy consumption,Total,na,N,na,,,,,,
ETHANE,TREFINER,Industrial,Natural gas,natural gas ef ratio,Y,na,,,,,,
GASCOKE,COMMPUB,Commercial,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,EGASWKS,Industrial,Coal,wws heat ef ratio,Y,na,,,,,,
GASCOKE,EXPORTS,Total energy consumption,Total,na,N,na,,,,,,
GASCOKE,INONSPEC,Industrial,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,IRONSTL,Industrial,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,MANUFACT,Industrial,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,RESIDENT,Residential,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
GASCOKE,STOCKCHA,Total energy consumption,Total,na,N,na,,,,,,
GASCOKE,TES,Total energy consumption,Total,na,N,na,,,,,,
GASCOKE,TFC,Total energy consumption,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,TGASWKS,Industrial,Coal,wws heat ef ratio,Y,na,,,,,,
GASCOKE,TOTENGY,Industrial,Coal,coal ef ratio,N,coal addtl eff,,,,,,
GASCOKE,TOTIND,Industrial,Coal,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASCOKE,TOTTRANF,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,AGRICULT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,AUTOCHP,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,y,n,n,n
GASWKSGS,AUTOELEC,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GASWKSGS,AUTOHEAT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,CHEMICAL,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,n,,
GASWKSGS,COMMPUB,Commercial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,CONSTRUC,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,DISTLOSS,Industrial,Natural gas,wws heat ef ratio,Y,na,,,,,,
GASWKSGS,ECOALLIQ,Industrial,Natural gas,wws heat ef ratio,Y,na,,,,,,
GASWKSGS,EGASWKS,Industrial,Natural gas,wws heat ef ratio,Y,na,,,,,,
GASWKSGS,ELAUTOC,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GASWKSGS,ELAUTOE,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GASWKSGS,ELMAINC,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GASWKSGS,ELMAINE,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GASWKSGS,ELOUTPUT,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,EMINES,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,EPOWERPLT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,EREFINER,Industrial,Natural gas,natural gas ef ratio,Y,na,,,,,,
GASWKSGS,EXPORTS,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,FOODPRO,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,HEATOUT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,HEAUTOC,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,HEAUTOH,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,HEMAINC,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,HEMAINH,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,IMPORTS,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,INONSPEC,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,IRONSTL,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MACHINE,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MAINCHP,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MAINELEC,Electric Power,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MAINHEAT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MANUFACT,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,MINING,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,NONFERR,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,NONMET,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,ONONSPEC,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,PAPERPRO,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,RESIDENT,Residential,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,STOCKCHA,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,na,,,,,,
GASWKSGS,TES,Total energy consumption,Total,na,N,na,,,,,,
GASWKSGS,TEXTILES,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,TFC,Total energy consumption,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,TGASWKS,Industrial,Natural gas,wws heat ef ratio,Y,na,,,,,,
GASWKSGS,TOTENGY,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,,,,,,
GASWKSGS,TOTIND,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,TOTTRANF,Total energy consumption,Natural gas,na,N,na,,,,,,
GASWKSGS,TRANSEQ,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GASWKSGS,WOODPRO,Industrial,Natural gas,wws heat ef ratio,N,wws heat addtl eff,,,,,,
GEOTHERM,AGRICULT,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
GEOTHERM,AUTOCHP,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,y,n,n,n
GEOTHERM,AUTOELEC,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
GEOTHERM,AUTOHEAT,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,CHEMICAL,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,n,,
GEOTHERM,COMMPUB,Commercial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,CONSTRUC,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,DISTLOSS,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,EFFELE,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,EFFPROD,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,ELAUTOC,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
GEOTHERM,ELAUTOE,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
GEOTHERM,ELMAINC,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
GEOTHERM,ELMAINE,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
GEOTHERM,ELOUTPUT,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,EPOWERPLT,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,FISHING,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,FOODPRO,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,HEATOUT,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,HEAUTOC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,HEAUTOH,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,HEMAINC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,HEMAINH,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,INDPROD,Total energy consumption,Total,na,N,na,,,,,,
GEOTHERM,INONSPEC,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,IRONSTL,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MACHINE,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MAINCHP,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MAINELEC,Electric Power,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MAINHEAT,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MANUFACT,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,MIRONSTL,Total energy consumption,Total,na,N,na,,,,,,
GEOTHERM,NONMET,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,ONONSPEC,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,OWNUSE,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,RESIDENT,Residential,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
GEOTHERM,TES,Total energy consumption,Total,na,N,na,,,,,,
GEOTHERM,TEXTILES,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,TFC,Total energy consumption,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,TOTENGY,Industrial,Total,na,N,na,,,,,,
GEOTHERM,TOTIND,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,TOTTRANF,Total energy consumption,Total,na,N,na,,,,,,
GEOTHERM,TRANSEQ,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
GEOTHERM,WOODPRO,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff,,,,,,
HEAT,AGRICULT,Industrial,Total,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,AUTOCHP,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,y,n,n,n
HEAT,AUTOHEAT,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,CHEMICAL,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,n,,
HEAT,COMMPUB,Commercial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,CONSTRUC,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,DISTLOSS,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,EBIOGAS,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,EBKB,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,EBLASTFUR,Industrial,Total,heat ef ratio,Y,na,,,,,,
HEAT,ECOALLIQ,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,ECOKEOVS,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,EGASWKS,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,ELAUTOC,Electric Power,Natural gas,heat ef ratio,N,heat addtl eff,n,n,y,n,n,n
HEAT,ELAUTOE,Electric Power,Natural gas,heat ef ratio,N,heat addtl eff,n,n,y,n,n,n
HEAT,ELMAINC,Electric Power,Natural gas,heat ef ratio,N,heat addtl eff,n,n,y,n,n,n
HEAT,ELMAINE,Electric Power,Natural gas,heat ef ratio,N,heat addtl eff,n,n,y,n,n,n
HEAT,ELNG,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,ELOUTPUT,Electric Power,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,EMINES,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,ENONSPEC,Industrial,Total,heat ef ratio,N,na,,,,,,
HEAT,ENUC,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,EOILGASEX,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,EPATFUEL,Industrial,Natural gas,heat ef ratio,Y,na,,,,,,
HEAT,EPOWERPLT,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,,,,,,
HEAT,EREFINER,Industrial,Liquid fuels,heat ef ratio,Y,na,,,,,,
HEAT,EXPORTS,Total energy consumption,Total,na,N,na,,,,,,
HEAT,FISHING,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,FOODPRO,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,HEATOUT,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,HEAUTOC,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,HEAUTOH,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,HEMAINC,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,HEMAINH,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,IMPORTS,Total energy consumption,Total,na,N,na,,,,,,
HEAT,INDPROD,Total energy consumption,Total,na,N,na,,,,,,
HEAT,INONSPEC,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,IRONSTL,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MACHINE,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MAINCHP,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MAINHEAT,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MANUFACT,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MINING,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,MIRONSTL,Total energy consumption,Total,na,N,na,,,,,,
HEAT,NONFERR,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,NONMET,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,ONONSPEC,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,OWNUSE,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,PAPERPRO,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,RESIDENT,Residential,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,STATDIFF,Total energy consumption,Total,na,N,na,,,,,,
HEAT,TBOILER,Industrial,Total,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,TELE,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
HEAT,TES,Total energy consumption,Total,na,N,na,,,,,,
HEAT,TEXTILES,Industrial,Natural gas,heat ef ratio,N,heat addtl eff,,,,,,
